wav_filename,wav_filesize,duration
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_31_SPSS_167.wav,69804,2.18
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_35_Academic_Plagiarism_308.wav,236524,7.39
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_26_Survey_Method_364.wav,88684,2.77
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_346.wav,131276,4.101
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_12_Tools_&_Technique_of_Data_Collection_23.wav,217004,6.78
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_228.wav,241964,7.56
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_27_Content_Analysis_64.wav,226604,7.08
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_29_Projective_Technique_348.wav,187884,5.87
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_6_Himanshu_research_design_168.wav,198444,6.2
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_31_SPSS_3.wav,215724,6.74
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_35_Academic_Plagiarism_182.wav,217004,6.78
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_28_Case_study_60.wav,179884,5.62
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_31_SPSS_193.wav,115244,3.6
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_232.wav,214124,6.69
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_6_Himanshu_research_design_220.wav,212524,6.64
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_66.wav,154316,4.821
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_1_Basics_of_Research_151.wav,281964,8.81
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_68.wav,127404,3.98
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_22_Scaling_138.wav,199372,6.229
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_179.wav,116844,3.65
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_69.wav,227276,7.101
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_23_Scaling_2_7.wav,95404,2.98
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_31_SPSS_155.wav,129004,4.03
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_338.wav,132204,4.13
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_28_Case_study_76.wav,168652,5.269
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_322.wav,205196,6.411
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_6_Himanshu_research_design_152.wav,239724,7.49
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_8_Qualitative_&_Doctrinal_Methods_in_Research_77.wav,180172,5.629
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_13_Data_Analysis_75.wav,251212,7.849
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_30_Data_Processing_206.wav,191084,5.97
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_378.wav,222156,6.941
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_21_Review_of_Literature_229.wav,208044,6.5
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_27.wav,56684,1.77
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_22_Scaling_222.wav,73004,2.28
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_13_Data_Analysis_194.wav,244812,7.649
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_4_Socio_Legal_Research_78.wav,200012,6.249
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_35_Academic_Plagiarism_192.wav,198092,6.189
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_3_Legal_Reasoning_167.wav,215404,6.73
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_26_Survey_Method_349.wav,182444,5.7
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_123.wav,146956,4.591
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_89.wav,147532,4.609
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_21_Review_of_Literature_133.wav,222444,6.95
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_213.wav,57356,1.791
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_29_Projective_Technique_125.wav,209996,6.561
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_23_Scaling_2_291.wav,166124,5.19
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_29_Projective_Technique_261.wav,199052,6.219
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_15_Use_of_Law_Library_in_Law_26.wav,226348,7.072
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_15_Use_of_Law_Library_in_Law_191.wav,133164,4.16
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_20_Research_Proposal_219.wav,136044,4.25
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_70.wav,164812,5.149
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_23_Scaling_2_32.wav,113324,3.54
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_20.wav,106924,3.34
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_30_Data_Processing_38.wav,54444,1.7
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_10_Sampling_296.wav,135084,4.22
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_4_Socio_Legal_Research_18.wav,192684,6.02
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_23_Scaling_2_64.wav,166444,5.2
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_90.wav,184044,5.75
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_22_Scaling_255.wav,197164,6.16
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_197.wav,246764,7.71
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_20_Research_Proposal_457.wav,241964,7.56
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_292.wav,43596,1.361
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_29_Projective_Technique_72.wav,243244,7.6
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_106.wav,57292,1.789
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_23_Scaling_2_157.wav,149484,4.67
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_183.wav,102444,3.2
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_272.wav,203852,6.369
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_20_Research_Proposal_234.wav,141804,4.43
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_137.wav,174124,5.44
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_26_Survey_Method_140.wav,189484,5.92
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_141.wav,56364,1.76
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_26_Survey_Method_61.wav,48396,1.511
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_28_Case_study_122.wav,222444,6.95
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_49.wav,217996,6.811
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_395.wav,156524,4.89
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_191.wav,299884,9.37
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_14_Jurimetrics_236.wav,191724,5.99
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_135.wav,119116,3.721
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_153.wav,223692,6.989
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_285.wav,186316,5.821
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_225.wav,153004,4.78
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_20_Research_Proposal_438.wav,170604,5.33
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_21_Review_of_Literature_177.wav,127372,3.979
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_16_Report_writing_56.wav,271084,8.47
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_22_Scaling_2.wav,153676,4.801
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_22_Scaling_320.wav,279404,8.73
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_82.wav,118796,3.711
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_8_Qualitative_&_Doctrinal_Methods_in_Research_208.wav,205484,6.42
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_47.wav,197804,6.18
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_271.wav,181164,5.66
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_10_Sampling_129.wav,201324,6.29
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_150.wav,166764,5.21
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_56.wav,190732,5.959
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_20_Research_Proposal_213.wav,127372,3.979
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_259.wav,228844,7.15
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_4_Socio_Legal_Research_31.wav,199116,6.221
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_27_Content_Analysis_163.wav,197804,6.18
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_29_Projective_Technique_131.wav,299884,9.37
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_285.wav,196204,6.13
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_3_Legal_Reasoning_120.wav,184716,5.771
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_15.wav,194316,6.071
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_20_Research_Proposal_236.wav,222796,6.961
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_276.wav,138636,4.331
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_16_Report_writing_52.wav,275884,8.62
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_250.wav,100812,3.149
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_8.wav,74284,2.32
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_249.wav,89292,2.789
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_312.wav,179884,5.62
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_12_Tools_&_Technique_of_Data_Collection_4.wav,255724,7.99
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_26_Survey_Method_10.wav,110444,3.45
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_29_Projective_Technique_188.wav,66956,2.091
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_1_Basics_of_Research_135.wav,156844,4.9
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_63.wav,108204,3.38
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_24_Reliability_17.wav,143404,4.48
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_16_Report_writing_71.wav,223116,6.971
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_9_Quatitative_Research_198.wav,39756,1.241
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_32_Drawing_Conclusion_201.wav,108524,3.39
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_12_Tools_&_Technique_of_Data_Collection_155.wav,404844,12.65
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_10_Sampling_372.wav,172204,5.38
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_14_Jurimetrics_231.wav,217964,6.81
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_23_Scaling_2_317.wav,180204,5.63
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_31_SPSS_182.wav,245804,7.68
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_261.wav,237196,7.411
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_10_Sampling_471.wav,129644,4.05
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_78.wav,281356,8.791
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_24_Reliability_203.wav,214444,6.7
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_147.wav,232364,7.26
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_11_Methods_of_Data_Collection_195.wav,278124,8.69
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_32_Drawing_Conclusion_142.wav,236844,7.4
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_20_Research_Proposal_343.wav,219212,6.849
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_11_Methods_of_Data_Collection_67.wav,89644,2.8
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_24.wav,226284,7.07
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_13_Data_Analysis_93.wav,204524,6.39
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_90.wav,223404,6.98
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_3_Legal_Reasoning_140.wav,379884,11.87
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_312.wav,126764,3.96
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_20_Research_Proposal_67.wav,154604,4.83
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_27_Content_Analysis_198.wav,172204,5.38
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_10_Sampling_334.wav,178604,5.58
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_443.wav,218604,6.83
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_26_Survey_Method_130.wav,238444,7.45
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_165.wav,303756,9.491
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_30_Data_Processing_168.wav,186636,5.831
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_18_Quantitative_Research_98.wav,42284,1.32
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_171.wav,174732,5.459
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_171.wav,126124,3.94
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_22_Scaling_41.wav,163884,5.12
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_270.wav,95404,2.98
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_26_Survey_Method_303.wav,210604,6.58
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_35_Academic_Plagiarism_191.wav,103724,3.24
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_3_Legal_Reasoning_76.wav,213804,6.68
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_23_Scaling_2_256.wav,168364,5.26
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_324.wav,236844,7.4
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_289.wav,155212,4.849
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_1_Basics_of_Research_136.wav,296044,9.25
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_121.wav,228204,7.13
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_8_Qualitative_&_Doctrinal_Methods_in_Research_32.wav,149164,4.66
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_27_Content_Analysis_161.wav,49964,1.56
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_67.wav,198444,6.2
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_30_Data_Processing_189.wav,41004,1.28
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_29_Projective_Technique_88.wav,164844,5.15
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_16_Report_writing_46.wav,291852,9.119
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_4_Socio_Legal_Research_95.wav,260204,8.13
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_243.wav,168716,5.271
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_32_Drawing_Conclusion_168.wav,200364,6.26
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_89.wav,171244,5.35
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_366.wav,37484,1.17
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_17.wav,273964,8.56
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_335.wav,251244,7.85
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_16_Report_writing_205.wav,74252,2.319
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_22_Scaling_155.wav,109196,3.411
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_29_Projective_Technique_112.wav,218924,6.84
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_35_Academic_Plagiarism_338.wav,179884,5.62
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_12_Tools_&_Technique_of_Data_Collection_173.wav,355564,11.11
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_11_Methods_of_Data_Collection_225.wav,367724,11.49
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_1_Basics_of_Research_28.wav,140204,4.38
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_19_Qualitative_Research_244.wav,75884,2.37
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_10_Sampling_299.wav,165132,5.159
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_288.wav,188812,5.899
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_15_Use_of_Law_Library_in_Law_66.wav,299276,9.351
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_34_Citation_Pattern_205.wav,241676,7.551
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_31_SPSS_171.wav,147884,4.62
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_21_Review_of_Literature_139.wav,214124,6.69
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_2_Legal_Research_229.wav,175724,5.49
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_28_Case_study_56.wav,195276,6.101
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_14_Jurimetrics_171.wav,207084,6.47
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_25.wav,207084,6.47
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_8_Qualitative_&_Doctrinal_Methods_in_Research_58.wav,195244,6.1
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_31_SPSS_316.wav,258316,8.071
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_5_Research_problem_38.wav,104684,3.27
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_30_Data_Processing_28.wav,220524,6.89
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_23_Scaling_2_287.wav,158796,4.961
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_107.wav,132204,4.13
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_24_Reliability_271.wav,181804,5.68
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_21_Review_of_Literature_9.wav,263372,8.229
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_29_Projective_Technique_256.wav,39084,1.22
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_1_Basics_of_Research_223.wav,305676,9.551
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_10_Sampling_191.wav,87404,2.73
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_31_SPSS_107.wav,71404,2.23
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_241.wav,280044,8.75
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_328.wav,195884,6.12
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_9.wav,230444,7.2
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_4_Socio_Legal_Research_54.wav,152044,4.75
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_30_Data_Processing_81.wav,61484,1.92
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_162.wav,315884,9.87
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_8_Qualitative_&_Doctrinal_Methods_in_Research_195.wav,213804,6.68
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_268.wav,201964,6.31
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_7_Hypothesis_54.wav,60876,1.901
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_28_Case_study_226.wav,266604,8.33
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_32_Drawing_Conclusion_170.wav,263084,8.22
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_13_Data_Analysis_129.wav,237132,7.409
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_31_SPSS_165.wav,116524,3.64
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_13_Data_Analysis_66.wav,354892,11.089
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_128.wav,165164,5.16
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_33_Report_Writing_293.wav,183436,5.731
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_2_Legal_Research_54.wav,108204,3.38
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_11_Methods_of_Data_Collection_37.wav,312364,9.76
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_25_Primary_and_secondary_69.wav,270124,8.44
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_23_Scaling_2_159.wav,256044,8.0
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_28_Case_study_248.wav,114572,3.579
/home/bit/Documents/data_processing/program/Audio-Split/sliced_audio/Module_17_Research_ethics_3.wav,217932,6.809
